recordId,academicYear,title,type,status,ucas,requirements,summary,info,entryRequirementsUrl,url,lastReviewed
2026-M1N1-UG,2026,Law with Business,Undergraduate,Vacancies,M1N1,64 UCAS tariff points,LLB (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/lawwithbusiness/,2026-06-22
2026-lawwithbusiness-FY,2026,Law with Business with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/lawwithbusiness/#foundationyear,2026-06-22
2026-M1LH-UG,2026,Law with Criminology,Undergraduate,Vacancies,M1LH,64 UCAS tariff points,LLB (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/lawwithcriminology/,2026-06-22
2026-lawwithcriminology-FY,2026,Law with Criminology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/lawwithcriminology/#foundationyear,2026-06-22
2026-law-FY,2026,Law with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/law/#foundationyear,2026-06-22
2026-M1L2-UG,2026,Law with Politics,Undergraduate,Vacancies,M1L2,64 UCAS tariff points,LLB (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/lawwithpolitics/,2026-06-22
2026-lawwithpolitics-FY,2026,Law with Politics with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/lawwithpolitics/#foundationyear,2026-06-22
2026-M101-UG,2026,Law with Professional Legal Practice,Undergraduate,Vacancies,M101,64 UCAS tariff points,LLB (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/lawwithprofessionallegalpractice/,2026-06-22
2026-lawwithprofessionallegalpractice-FY,2026,Law with Professional Legal Practice with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/lawwithprofessionallegalpractice/#foundationyear,2026-06-22
2026-N500-UG,2026,Marketing,Undergraduate,Vacancies,N500,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/marketing/,2026-06-22
2026-marketing-FY,2026,Marketing with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/marketing/#foundationyear,2026-06-22
2026-G100-UG,2026,Mathematics,Undergraduate,Vacancies,G100,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mathematics/,2026-06-22
2026-G110-UG,2026,Mathematics (Applied Mathematics),Undergraduate,Vacancies,G110,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mathematicsappliedmathematics/,2026-06-22
2026-mathematicsappliedmathematics-FY,2026,Mathematics (Applied Mathematics) with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mathematicsappliedmathematics/#foundationyear,2026-06-22
2026-G112-UG,2026,Mathematics (Pure Mathematics),Undergraduate,Vacancies,G112,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mathematicspuremathematics/,2026-06-22
2026-mathematicspuremathematics-FY,2026,Mathematics (Pure Mathematics) with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mathematicspuremathematics/#foundationyear,2026-06-22
2026-G111-UG,2026,Mathematics (with Statistics),Undergraduate,Vacancies,G111,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mathematicswithstatistics/,2026-06-22
2026-mathematicswithstatistics-FY,2026,Mathematics (with Statistics) with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mathematicswithstatistics/#foundationyear,2026-06-22
2026-mathematics-FY,2026,Mathematics with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mathematics/#foundationyear,2026-06-22
2026-G103-UG,2026,Mathematics with Integrated Master's,Undergraduate,Vacancies,G103,64 UCAS tariff points,MMath,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mathematicswithintegratedmasters/,2026-06-22
2026-mathematicswithintegratedmasters-FY,2026,Mathematics with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mathematicswithintegratedmasters/#foundationyear,2026-06-22
2026-H300-UG,2026,Mechanical Engineering,Undergraduate,Vacancies,H300,64 UCAS tariff points,BEng,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mechanicalengineering/,2026-06-22
2026-mechanicalengineering-FY,2026,Mechanical Engineering with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mechanicalengineering/#foundationyear,2026-06-22
2026-H301-UG,2026,Mechanical Engineering with Integrated Master's,Undergraduate,Vacancies,H301,64 UCAS tariff points,MEng,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mechanicalengineeringwithintegratedmasters/,2026-06-22
2026-mechanicalengineeringwithintegratedmasters-FY,2026,Mechanical Engineering with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mechanicalengineeringwithintegratedmasters/#foundationyear,2026-06-22
2026-H400-UG,2026,Mechatronic Engineering,Undergraduate,Vacancies,H400,64 UCAS tariff points,BEng,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mechatronicengineering/,2026-06-22
2026-mechatronicengineering-FY,2026,Mechatronic Engineering with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mechatronicengineering/#foundationyear,2026-06-22
2026-H401-UG,2026,Mechatronic Engineering with Integrated Master's,Undergraduate,Vacancies,H401,64 UCAS tariff points,MEng,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mechatronicengineeringwithintegratedmasters/,2026-06-22
2026-mechatronicengineeringwithintegratedmasters-FY,2026,Mechatronic Engineering with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mechatronicengineeringwithintegratedmasters/#foundationyear,2026-06-22
2026-P300-UG,2026,Media and Communications,Undergraduate,Vacancies,P300,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mediaandcommunications/,2026-06-22
2026-mediaandcommunications-FY,2026,Media and Communications with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mediaandcommunications/#foundationyear,2026-06-22
2026-P3N1-UG,2026,Media with Business Management,Undergraduate,Vacancies,P3N1,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mediawithbusinessmanagement/,2026-06-22
2026-mediawithbusinessmanagement-FY,2026,Media with Business Management with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mediawithbusinessmanagement/#foundationyear,2026-06-22
2026-C902-UG,2026,Medical Sciences | Top-up,Undergraduate,Vacancies,C902,Pass HND,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/medicalsciencestop-up/,2026-06-22
2026-A100-UG,2026,Medicine,Undergraduate,Full,A100,See entry requirements,MBChB,Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/medicine/,2026-06-22
2026-medicine-FY,2026,Medicine with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/medicine/#foundationyear,2026-06-22
2026-C501-UG,2026,Microbiology and Immunology,Undergraduate,Vacancies,C501,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/microbiologyandimmunology/,2026-06-22
2026-microbiologyandimmunology-FY,2026,Microbiology and Immunology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/microbiologyandimmunology/#foundationyear,2026-06-22
2026-C500-UG,2026,Microbiology and Immunology with Integrated Master's,Undergraduate,Vacancies,C500,64 UCAS tariff points,MSci,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/microbiologyandimmunologywithintegratedmasters/,2026-06-22
2026-microbiologyandimmunologywithintegratedmasters-FY,2026,Microbiology and Immunology with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/microbiologyandimmunologywithintegratedmasters/#foundationyear,2026-06-22
2026-B720-UG,2026,Midwifery,Undergraduate,Waiting list,B720,120 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/midwifery/,2026-06-22
2026-midwifery-FY,2026,Midwifery with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/midwifery/#foundationyear,2026-06-22
2026-LV1F-UG,2026,Modern History and International Relations,Undergraduate,Vacancies,LV1F,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/modernhistoryandinternationalrelations/,2026-06-22
2026-modernhistoryandinternationalrelations-FY,2026,Modern History and International Relations with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/modernhistoryandinternationalrelations/#foundationyear,2026-06-22
2026-L2V1-UG,2026,Modern History and Politics,Undergraduate,Vacancies,L2V1,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/modernhistoryandpolitics/,2026-06-22
2026-modernhistoryandpolitics-FY,2026,Modern History and Politics with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/modernhistoryandpolitics/#foundationyear,2026-06-22
2026-WJ40-UG,2026,Music Production and Sound Design,Undergraduate,Vacancies,WJ40,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/musicproductionandsounddesign/,2026-06-22
2026-musicproductionandsounddesign-FY,2026,Music Production and Sound Design with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/musicproductionandsounddesign/#foundationyear,2026-06-22
2026-N2J0-UG,2026,Music Production with Business Management,Undergraduate,Vacancies,N2J0,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/musicproductionwithbusinessmanagement/,2026-06-22
2026-musicproductionwithbusinessmanagement-FY,2026,Music Production with Business Management with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/musicproductionwithbusinessmanagement/#foundationyear,2026-06-22
2026-B141-UG,2026,Neuroscience,Undergraduate,Vacancies,B141,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/neuroscience/,2026-06-22
2026-BG41-UG,2026,Neuroscience with Artificial Intelligence,Undergraduate,Vacancies,BG41,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/neurosciencewithai/,2026-06-22
2026-neurosciencewithai-FY,2026,Neuroscience with Artificial Intelligence with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/neurosciencewithai/#foundationyear,2026-06-22
2026-neuroscience-FY,2026,Neuroscience with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/neuroscience/#foundationyear,2026-06-22
2026-B1C8-UG,2026,Neuroscience with Psychology,Undergraduate,Vacancies,B1C8,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/neurosciencewithpsychology/,2026-06-22
2026-neurosciencewithpsychology-FY,2026,Neuroscience with Psychology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/neurosciencewithpsychology/#foundationyear,2026-06-22
2026-B740-UG,2026,Nursing (Adult),Undergraduate,Waiting list,B740,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/adultnursing/,2026-06-22
2026-adultnursing-FY,2026,Nursing (Adult) with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/adultnursing/#foundationyear,2026-06-22
2026-B730-UG,2026,Nursing (Children's),Undergraduate,Waiting list,B730,112 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/childrensnursing/,2026-06-22
2026-childrensnursing-FY,2026,Nursing (Children's) with Foundation Year,Foundation year,Limited vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/childrensnursing/#foundationyear,2026-06-22
2026-B760-UG,2026,Nursing (Mental Health),Undergraduate,Limited vacancies,B760,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mentalhealthnursing/,2026-06-22
2026-mentalhealthnursing-FY,2026,Nursing (Mental Health) with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/mentalhealthnursing/#foundationyear,2026-06-22
2026-B750-UG,2026,Nursing Associate Foundation Degree,Undergraduate,Vacancies,B750,64 UCAS tariff points,FdSc,Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/nursingassociatefoundationdegree/,2026-06-22
2026-nursingstudies-international-pathway-UG,2026,Nursing Studies (International Pathway) | Top-up,Undergraduate,Vacancies,,See entry requirements,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/nursingstudies-international-pathway/,2026-06-22
2026-nursingstudies-UG,2026,Nursing Studies | Top-up,Undergraduate,Vacancies,,See entry requirements,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/nursingstudies/,2026-06-22
2026-B920-UG,2026,Occupational Therapy,Undergraduate,Waiting list,B920,120 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/occupationaltherapy/,2026-06-22
2026-occupationaltherapy-FY,2026,Occupational Therapy with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/occupationaltherapy/#foundationyear,2026-06-22
2026-B950-UG,2026,Paramedic Science with Integrated Master's,Undergraduate,Limited vacancies,B950,112 UCAS tariff points,MSci,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/paramedicsciencewithintegratedmasters/,2026-06-22
2026-paramedicsciencewithintegratedmasters-FY,2026,Paramedic Science with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/paramedicsciencewithintegratedmasters/#foundationyear,2026-06-22
2026-pharmaceuticalscience-UG,2026,Pharmaceutical Science,Undergraduate,Vacancies,,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/pharmaceuticalscience/,2026-06-22
2026-pharmaceuticalscience-FY,2026,Pharmaceutical Science with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/pharmaceuticalscience/#foundationyear,2026-06-22
2026-B210-UG,2026,Pharmacology,Undergraduate,Vacancies,B210,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/pharmacology/,2026-06-22
2026-pharmacology-FY,2026,Pharmacology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/pharmacology/#foundationyear,2026-06-22
2026-B212-UG,2026,Pharmacology with Integrated Master's,Undergraduate,Vacancies,B212,64 UCAS tariff points,MSci,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/pharmacologywithintegratedmasters/,2026-06-22
2026-pharmacologywithintegratedmasters-FY,2026,Pharmacology with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/pharmacologywithintegratedmasters/#foundationyear,2026-06-22
2026-B230-UG,2026,Pharmacy,Undergraduate,Full,B230,See entry requirements,MPharm,Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/pharmacy/,2026-06-22
